english|hindi|type|pronunciation
agent_7|kAriMxA_1|noun|chuukai,dairiten,dairigyousha,dairinin,e-jento,kusuri,shuusennin
agent_8|muKawAra_1|noun|chuukai,dairiten,dairigyousha,dairinin,e-jento,kusuri,shuusennin
agent_9|xalAla_1|noun|chuukai,dairiten,dairigyousha,dairinin,e-jento,kusuri,shuusennin
allegation_1|aBikaWana_1|noun|
allegation_2|AkRepa_1|noun|
allegation_3|Aropa_1|noun|
allegation_4|ilajZAma_1|noun|
reaction_1|aBikriyAriyA_1|noun|
reaction_2|pragawi+me+bAXA_1|noun|
reaction_3|prawikriyA_1|noun|
reaction_4|xavA+kA+praBAva_1|noun|
n_1|aBikriyAriyASIla_1||
n_2|aBinaMxanaxiwa_1||
n_3|aBinawiwa_1||
n_4|aByarWanarWiwa_1||
n_5|aByAsI_1||
n_6|AcaraNariwa_1||
n_7|AcAravAna_1||
n_8|AdaMbarI_1||
n_9|AgrahahI_1||
n_10|agrawa:_1||
n_11|agraXarRaNaXarRI_1||
n_12|ahamakZakZAnA_1||
n_13|AhiswAAhiswA_1||
n_14|AhlAxaxI_1||
n_15|AhlAxaxiwa_1||
n_16|AInI_1||
n_17|ajFAnI_1||
n_18|ajFAwanAma_1||
n_19|ajIbogZarIba_1||
n_20|ajZasare-nO_1||
n_21|ajZawarPZa_1||
n_22|Akalanaliwa_1||
n_23|akAlapakva_1||
n_24|AkArara-vEjFAnika_1||
n_25|AKirako_1||
n_26|akIwikara_1||
n_27|AkqwimUlaka_1||
n_28|akRayayI_1||
n_29|AkuMcanaciwa_1||
n_30|alagaalaga_1||
n_31|alagaWalaga_1||
n_32|alakASaprApwa_1||
n_33|AlimamAnA_1||
n_34|alpamUlyana_1||
n_35|alpawama_1||
n_36|amanapasaMxa_1||
n_37|amaryAxaxiwa_1||
n_38|aMkuriwa_1||
n_39|aMSaxAyI_1||
n_40|aMXaviSvAsI_1||
n_41|anaByAsaByaswa_1||
n_42|anAcAracArI_1||
n_43|anuBavasixXa_1||
n_44|anuBavASriwa_1||
n_45|anuBavAwIwa_1||
n_46|anujFAwmaka_1||
n_47|anukaraNakaraNIya_1||
n_48|anunAxanAxI_1||
n_49|anunAxanAxiwa_1||
n_50|anupamameya_1||
n_51|anuSAsanaSAsanabaxXa_1||
n_52|anyokwiparaka_1||
n_53|apakeMxraxrika_1||
n_54|apAvaraNavqwa_1||
n_55|apavyayavyayI_1||
n_56|ApawkAlalika_1||
n_57|apIwu_1||
n_58|ArajZUmaMxa_1||
n_59|ArAXanAXiwa_1||
n_60|arcananIya_1||
n_61|Arogyapraxa_1||
n_62|arWagarBiwa_1||
n_63|asamawaPZaroSa_1||
n_64|asamayayociwa_1||
n_65|asaMwoRaRI_1||
n_66|asaMyamamI_1||
n_67|asaMyamamiwa_1||
n_68|asaxxbuxXi_1||
n_69|avaguMTanaTiwa_1||
n_70|avalokakiwa_1||
n_71|AvegamUlaka_1||
n_72|AvegaSIla_1||
n_73|AveRtanaRtiwa_1||
n_74|avEXajAwa_1||
n_75|avikArIkArya_1||
n_76|avvalana_1||
n_77|avyavasWAsWiwa_1||
n_78|Awapapwa_1||
n_79|awivAxavAxI_1||
n_80|awiWiparAyaNa_1||
n_81|AwmacAliwa_1||
n_82|AwmacariwAwmaka_1||
n_83|awyukwipUrarga_1||
n_84|aXarmarmI_1||
n_85|axqRtapUrva_1||
n_86|aXyavasAyayI_1||
n_87|bAAbarU_1||
n_88|bAaKZalAka_1||
n_89|bAasara_1||
n_90|bAaxaba_1||
n_91|bAcAbaxXa_1||
n_92|badZapetA_1||
n_93|badZaxaMwa_1||
n_94|bAgarajZa_1||
n_95|BAgavAn_1||
n_96|BAgyaSAli_1||
n_97|bAhamamI_1||
n_98|bahAnebAjZa_1||
n_99|bAharabAhara_1||
n_100|bAharakA_1||
n_101|bAharase_1||
n_102|bahirgAmI_1||
n_103|bahirmanaska_1||
n_104|bahujanana_1||
n_105|bahupakRI_1||
n_106|bahupakRIya_1||
n_107|bahuvarNA_1||
n_108|bAijZjZawa_1||
n_109|bAiKZwiyAra_1||
n_110|bAImAna_1||
n_111|bAjZAra_1||
n_112|bakawarabaMxa_1||
n_113|BakRaNakaranA_1||
n_114|BakwiparAyaNa_1||
n_115|bAkZIxAra_1||
n_116|bAKZuxA_1||
n_117|bAlAbAlA_1||
n_118|bAlAe-wAka_1||
n_119|bAlakIya_1||
n_120|balAwkArawkqwa_1||
n_121|bAmajZA_1||
n_122|bAmajZAka_1||
n_123|bAmuravvawa_1||
n_124|bAmurOvawa_1||
n_125|banA-banAyA_1||
n_126|bApakA_1||
n_127|BarABarA_1||
n_128|barAbarabarAbara_1||
n_129|BARAbaxXa_1||
n_130|barajaswA_1||
n_131|barajZora_1||
n_132|barakZarAra_1||
n_133|baraKZuraxAra_1||
n_134|baraKZvAswa_1||
n_135|BARASAswrI_1||
n_136|BARASAswrIya_1||
n_137|barawaraPZa_1||
n_138|bAremeM_1||
n_139|BArIBarakama_1||
n_140|bAsalIkZA_1||
n_141|BAvahIna_1||
n_142|bAvajZA_1||
n_143|bAvaPZA_1||
n_144|bAwahajZIba_1||
n_145|baxabaKZwa_1||
n_146|baxaiMwajZAma_1||
n_147|baxajZAwa_1||
n_148|baxajZAyakA_1||
n_149|bAxakA_1||
n_150|baxakZismawa_1||
n_151|baxaKZvAha_1||
n_152|baxamajZA_1||
n_153|baxanAkara_1||
n_154|baxanasla_1||
n_155|baxarU_1||
n_156|baxaSaguna_2||
n_157|baxasalIkZA_1||
n_158|baxawahajZIba_1||
n_159|baxawamIjZa_1||
n_160|baxaxayAnawa_1||
n_161|baxaximAgZa_1||
n_162|baxXaciwwa_1||
n_163|baxXamuRti_1||
n_164|baxXaxqRtI_1||
n_165|bAXyakara_1||
n_166|Bayavikala_1||
n_167|BAzwiBAzwi_1||
n_168|beakZla_1||
n_169|beanwa_1||
n_170|becirAgZa_1||
n_171|begZaraja_1||
n_172|beiMsAPZa_1||
n_173|bejZabAna_1||
n_174|bejZAbwA_1||
n_175|bejZAra_1||
n_176|bejZara_1||
n_177|bekZAbU_1||
n_178|bekZarAra_1||
n_179|bekZasUra_1||
n_180|bekZaxra_1||
n_181|bekZAyaxA_1||
n_182|beKZOPZa_1||
n_183|belajZjZawa_1||
n_184|belihAjZa_1||
n_185|beluwPZa_1||
n_186|bemajZA_1||
n_187|bemasaraPZa_1||
n_188|benajZIra_1||
n_189|beniyAjZa_1||
n_190|bepAnI_1||
n_191|bePZasala_1||
n_192|bePZikra_1||
n_193|beroka-toka_1||
n_194|bEromItarI_1||
n_195|berOnaka]_1||
n_196|besilasilA_1||
n_197|besUxa_1||
n_198|bevaPZA_1||
n_199|bevAswA_1||
n_200|bewakalluPZa_1||
n_201|bewAKZwA_1||
n_202|bewAllukZa_1||
n_203|bewamIjZa_1||
n_204|bexAgZa_1||
n_205|BexananIya_1||
n_206|bIcameM_1||
n_207|bilaaksa_1||
n_208|bilajabra_1||
n_209|bilOrI_1||
n_210|BinnaBinna_1||
n_211|birAxararAnA_1||
n_212|biswararabaMxa_1||
n_213|BIwaciwwa_1||
n_214|BIwikAraka_1||
n_215|Bogalolupa_1||
n_216|BogavAxI_1||
n_217|BojyapaxArWa_1||
n_218|Bramajanaka_1||
n_219|BraRtAcAragraswa_1||
n_220|buBukRAkRA-varXaka_1||
n_221|BUgarBaSAswrIya_1||
n_222|BUgarBavEjFAnika_1||
n_223|BUkaMpasaMbaMXI_1||
n_224|BUKAnaMgA_1||
n_225|BUlA-BatakA_1||
n_226|BUlA-bisarA_1||
n_227|burakZAkZApoSa_1||
n_228|BUvEjFAnika_1||
n_229|buxXigrAhya_1||
n_230|BUyasSaH_1||
n_231|byorArevAra_1||
n_232|cakRugocara_1||
n_233|cAlabAjZa_1||
n_234|CalaCaMxI_1||
n_235|camawkArarika_1||
n_236|cAriwryahIna_1||
n_237|cawurraMga_1||
n_238|cawurraMgiNI_1||
n_239|cawuRRkoNIya_1||
n_240|cawurrmuKI_1||
n_241|CAzhaxAra_1||
n_242|Cipe-CLpe_1||
n_243|cirakAlika_1||
n_244|cirakAMkRiwa_1||
n_245|cirapracaliwa_1||
n_246|ciraprasixXa_1||
n_247|ciraprawikRiwa_1||
n_248|cOdZAcakalA_1||
n_249|cOmaMjZilA_1||
n_250|corICipe_1||
n_251|corIcorI_1||
n_252|CotAmotA_1||
n_253|cuhacuhAnAwe_1||
n_254|cuhalabAjZa_1||
n_255|cUlaxAra_1||
n_256|cupacApacupAwe_1||
n_257|Cutaputa_1||
n_258|dAhahI_1||
n_259|dEnexAra_1||
n_260|EbaxAra_1||
n_261|ehasAnaPZarAmoSa_1||
n_262|ehawiyAwI_1||
n_263|ekaAXa_1||
n_264|ekawaMwrawaMwravAxI_1||
n_265|ekawaMwrIya_1||
n_266|ekIkaraNakqwa_1||
n_267|EsAvEsA_1||
n_268|ESvaryavAna_1||
n_269|gaPZalawajZaxA_1||
n_270|GarRaNarRiwa_1||
n_271|GAsaletatI_1||
n_272|gatase_1||
n_273|gawiboXaka_1||
n_274|gawija_1||
n_275|gawimUlaka_1||
n_276|gAzdadU_1||
n_277|gine-cune_1||
n_278|GisA-pitA_1||
n_279|golamola_1||
n_280|gotAtexAra_1||
n_281|grahaha-graswa_1||
n_282|grAmamINa_1||
n_283|grAmamya_1||
n_284|guNaBexaka_1||
n_285|gUxAxexAra_1||
n_286|gZamagIna_1||
n_287|gZamajZaxA_1||
n_288|gZamaKZora_1||
n_289|gZamanAka_1||
n_290|gZErahAjZira_1||
n_291|gZErajZarurI_1||
n_292|gZErajZimmexAra_1||
n_293|gZErakZAnUnI_1||
n_294|gZEramAmUlI_1||
n_295|gZEramOrusI_1||
n_296|gZEramunAsiba_1||
n_297|gZErasarakArI_1||
n_298|gZEravAjiba_1||
n_299|hakZanAhakZa_1||
n_300|haragijZanahIM_1||
n_301|hasarawaBarA_1||
n_302|havAsA_1||
n_303|hazsIKuSI_1||
n_304|ibArawawI_1||
n_305|ihalokalOkika_1||
n_306|iMsAnI_1||
n_307|iMxriyagawa_1||
n_308|IpsApsiwa_1||
n_309|irAxAxawana_1||
n_310|jabaki_1||
n_311|jabawaba_1||
n_312|jadZapedZa_1||
n_313|jadZavAxI_1||
n_314|JAgaxAra_1||
n_315|jahAzwahAz_1||
n_316|jajZbAwI_1||
n_317|Jakamaka_1||
n_318|jalAkrAMwa_1||
n_319|jAlasAjZa_1||
n_320|jalasWalIya_1||
n_321|jalxabAjZa_1||
n_322|jaMgaxAra_1||
n_323|JaMJatatI_1||
n_324|jarjarIBUwa_1||
n_325|jarjariwa_1||
n_326|javAbaxAra_1||
n_327|jAzbAjZa_1||
n_328|jEse-wEse_1||
n_329|jIhujZUra_1||
n_330|jIvanahIna_1||
n_331|jIvavEjFAnika_1||
n_332|jodZaxAra_1||
n_333|JoMkAkexAra_1||
n_334|jZabAnaxarAjZa_1||
n_335|jZabwaSuxA_1||
n_336|jZaharaxAra_1||
n_337|jZAhirarA_1||
n_338|jZanAnApana_1||
n_339|jZarAjZarA_1||
n_340|jZaraKZarIxa_1||
n_341|jZaraKZejZa_1||
n_342|jZarAsA_1||
n_343|jZarurajZarura_1||
n_344|jZAyakZAkZexAra_1||
n_345|jZehanaxAra_1||
n_346|jZerabAra_1||
n_347|jZiMxAxila_1||
n_348|jZinAkAra_1||
n_349|jZoraxAra_1||
n_350|jZyAxAwara_1||
n_351|kaccI-pakkI_1||
n_352|KadZe-KadZe_1||
n_353|KagolalIya_1||
n_354|kalAparaka_1||
n_355|kalpanApravaNa_1||
n_356|kamaakZala_1||
n_357|kamaKZarca_1||
n_358|kamanasIba_1||
n_359|kAMwimaya_1||
n_360|kaPZanacora_1||
n_361|kaPZanaKasota_1||
n_362|karawababI_1||
n_363|karaxeya_1||
n_364|karmaMhIna_1||
n_365|karmaMSIla_1||
n_366|kArobArI_1||
n_367|karuNahqxaya_1||
n_368|kAryaBArI_1||
n_369|kasarawawI_1||
n_370|kattarapaMWI_1||
n_371|kavacaXara_1||
n_372|kavalaliwa_1||
n_373|kaxAcArI_1||
n_374|keMxrApasArI_1||
n_375|kiPZAyawaSAra_1||
n_376|kiPZAyawI_1||
n_377|kiSorawA_1||
n_378|kleSakara_1||
n_379|kleSaxAyI_1||
n_380|kRAlanaliwa_1||
n_381|kRaNikajIvI_1||
n_382|kucAlalI_1||
n_383|kuDaMgagI_1||
n_384|kuMxajZehana_1||
n_385|kunAma_1||
n_386|KunasI_1||
n_387|kupaMWaWI_1||
n_388|kuvicArI_1||
n_389|kuxarSana_1||
n_390|KyAwagarhiwa_1||
n_391|kZabjZAxAra_1||
n_392|KZajZAne_1||
n_393|KZamaxAra_1||
n_394|KZAnAbarbAxa_1||
n_395|KZAnAKZarAba_1||
n_396|KZAnaxAnaxAnI_1||
n_397|kZarIbakZarIba_1||
n_398|kZarIbana_1||
n_399|KZAsagI_1||
n_400|KZAsakara_1||
n_401|KZasamaKAnI_1||
n_402|KZasamapItI_1||
n_403|KZaswAhAla_1||
n_404|kZasxana_1||
n_405|KZawAvAra_1||
n_406|kZAyamamijZAja_1||
n_407|KZErAwI_1||
n_408|kZismawavara_1||
n_409|kZOmaparaswa_1||
n_410|KZOPZajZaxA_1||
n_411|KZOPZanAka_1||
n_412|KZurAPZAwawI_1||
n_413|KZuSabUxAra_1||
n_414|KZuSagavAra_1||
n_415|KZuSajZAyakA_1||
n_416|KZuSanumA_1||
n_417|KZuSaxila_1||
n_418|KZuxamuKZwAra_1||
n_419|KZuxAparaswa_1||
n_420|KZvAbabI_1||
n_421|KZvAhiSamaMxa_1||
n_422|lABahIna_1||
n_423|lABaxAyI_1||
n_424|laggUBaggU_1||
n_425|laggUbajJU_1||
n_426|lagI-lagAI_1||
n_427|lAiseMsaxAra_1||
n_428|lajjAkArI_1||
n_429|lajZjZawaxAra_1||
n_430|lAlacacI_1||
n_431|laMbawa:_1||
n_432|lapetaxAra_1||
n_433|laPZjZaPZjI_1||
n_434|layabaxXa_1||
n_435|lazgotaDIlA_1||
n_436|leMdadZA_1||
n_437|le-xekara_1||
n_438|lipivaxXa_1||
n_439|lokAcArI_1||
n_440|lokaparaka_1||
n_441|lokawaMwrIya_1||
n_442|lUlAlazgadZA_1||
n_443|magajZacata_1||
n_444|magZaribabI_1||
n_445|mAhaba-mAha_1||
n_446|mahasUlalI_1||
n_447|mAhavArAnA_1||
n_448|mahimAmaMdiwa_1||
n_449|mahimAvAna_1||
n_450|majZahababaparaswa_1||
n_451|majZahababI_1||
n_452|majZAkZapasaMxa_1||
n_453|mAlamaswa_1||
n_454|maMjUraSuxA_1||
n_455|maMwrimaMdalalIya_1||
n_456|maMxaBAga_1||
n_457|maMxacArI_1||
n_458|mAnakakIkqwa_1||
n_459|mAnavavEjFAnika_1||
n_460|mAnavIkaraNakqwa_1||
n_461|manovilAsavilAsI_1||
n_462|marawe-jIwe_1||
n_463|mawAgrahagrahI_1||
n_464|mawalababI_1||
n_465|mawalabayAra_1||
n_466|mawavAxavAxI_1||
n_467|mawiBraRta_1||
n_468|mAwqvaw_1||
n_469|mAwrAmUlaka_1||
n_470|mAwrAwmaka_1||
n_471|maxapraxa_1||
n_472|maXyamArgI_1||
n_473|maXyayugIna_1||
n_474|mAzgapawra_1||
n_475|mAzsala_1||
n_476|mehamAnanavAjZa_1||
n_477|meharAbameharAbI_1||
n_478|mijZAjavAlA_1||
n_479|mijZAjaxAra_1||
n_480|mila-julakara_1||
n_481|miragIgiyA_1||
n_482|mirAkZakZI_1||
n_483|mITAmITA_1||
n_484|miwAcAracArI_1||
n_485|miyAxaxI_1||
n_486|mOsamavEjFAnika_1||
n_487|motAJotA_1||
n_488|motAwAjZA_1||
n_489|mqxulahqxaya_1||
n_490|mubArakavAxI_1||
n_491|muharramamI_1||
n_492|muhAvarArexAra_1||
n_493|muKyawa_1||
n_494|muravvawawI_1||
n_495|muzhaCipAU_1||
n_496|muzhajZora_1||
n_497|nAbAligZa_1||
n_498|nABikIya_1||
n_499|nAcIjZa_1||
n_500|nAiMsAPZa_1||
n_501|nAjAyajZa_1||
n_502|najZaxIkI_1||
n_503|nAjZukamijZAja_1||
n_504|nAjZukaxila_1||
n_505|nAjZukaximAgZa_1||
n_506|nakRawravAna_1||
n_507|nAkZAbila_1||
n_508|nAkZAPI_1||
n_509|nAkZisa_1||
n_510|nakZkZASIxAra_1||
n_511|nakZSaxAra_1||
n_512|nAKZvAzxA_1||
n_513|nAmacIM_1||
n_514|nAmajZaxa_1||
n_515|namakaKZvAra_1||
n_516|nAmAkZUla_1||
n_517|nAmaMjZUra_1||
n_518|nAmAMkanakiwa_1||
n_519|nAmIgirAmI_1||
n_520|namIMxAra_1||
n_521|nAmOjUz_1||
n_522|nAmuAPZika_1||
n_523|nAPZaramAz_1||
n_524|naPZarawaaMgejZa_1||
n_525|naPZAsawapasanxa_1||
n_526|naPZsaparaswa_1||
n_527|naramapaMWI_1||
n_528|naRtamawi_1||
n_529|nAsAjZa_1||
n_530|nASavAxI_1||
n_531|nASAxa_1||
n_532|nASukrA_1||
n_533|nASukragujZAra_1||
n_534|navIkaraNakqwa_1||
n_535|navInawAhIna_1||
n_536|navInawASUnya_1||
n_537|nAwamAma_1||
n_538|nAweke_1||
n_539|nekabaKZwa_1||
n_540|nigamanamiwa_1||
n_541|nikAsI_1||
n_542|nIlAsA_1||
n_543|nimajjanajjiwa_1||
n_544|nImapuKZwA_1||
n_545|nirapekRawAvAxI_1||
n_546|nirAxaraxqwa_1||
n_547|nirjalalIya_1||
n_548|niRkAsanasiwa_1||
n_549|nirmANAwmaka_1||
n_550|niRTAhIna_1||
n_551|niRTAvAna_1||
n_552|niruwsAhahiwa_1||
n_553|nirvAsanasiwa_1||
n_554|nirXAraNariwa_1||
n_555|nisargaja_1||
n_556|niScayayAwmaka_1||
n_557|nIwicawura_1||
n_558|nOkaraSAhI_1||
n_559|nukIlApana_1||
n_560|nukZasAnaxeha_1||
n_561|nukZsaxAra_1||
n_562|numAiSaSI_1||
n_563|OtapAyapAI_1||
n_564|paDZA-liKA_1||
n_565|pahiyAyexAra_1||
n_566|pAkanIyawa_1||
n_567|pAkasAPZa_1||
n_568|pakRapAwapAwI_1||
n_569|PalamUlaka_1||
n_570|pAlA-posA_1||
n_571|PalavAxI_1||
n_572|PalaxAyI_1||
n_573|palazgapalaMgawodZa_1||
n_574|parakrAmya_1||
n_575|parAmarSIya_1||
n_576|paraMparAniRTa_1||
n_577|paraMparAvAxI_1||
n_578|parArWapara_1||
n_579|parArWaparAyaNa_1||
n_580|pareSAnahAla_1||
n_581|pariBARABARiwa_1||
n_582|paricAlakacAliwa_1||
n_583|parihAsasapriya_1||
n_584|parihAsasAwmaka_1||
n_585|parikalpanAkalpiwa_1||
n_586|paripAtIbaxXa_1||
n_587|paripAtIgawa_1||
n_588|parirakRaNarakRaka_1||
n_589|pariRkAraRkqwa_1||
n_590|pariSoXanaSoXiwa_1||
n_591|pariSramaSramI_1||
n_592|parivarwanavarwanIya_1||
n_593|parivarwanavarwiwa_1||
n_594|parivarXanavarXiwa_1||
n_595|pariveRtanaveRtiwa_1||
n_596|paropakArI_1||
n_597|paryAyavAcaka_1||
n_598|pAsakA_1||
n_599|pasaMxaxIxA_1||
n_600|paScAwwApapI_1||
n_601|paScimamI_1||
n_602|pASrvavarwI_1||
n_603|paswakZismawa_1||
n_604|pata-pata_1||
n_605|PatAPatAyA_1||
n_606|PatApurAnA_1||
n_607|pAwakI_1||
n_608|paxasopAnika_1||
n_609|pEgZambarI_1||
n_610|pExAiSaSI_1||
n_611|piCalagU_1||
n_612|pOrURahIna_1||
n_613|pqWvIsaMbaMXI_1||
n_614|praBAvavaSya_1||
n_615|pragIwawi_1||
n_616|praguNanaNawA_1||
n_617|praguNanaNiwa_1||
n_618|prajApIdZaka_1||
n_619|prAjFammanya_1||
n_620|prajFAnajFAwa_1||
n_621|prajvalanaliwa_1||
n_622|prakASakIya_1||
n_623|prAkkalanaliwa_1||
n_624|prakqwiBexa_1||
n_625|prakRAlanaliwa_1||
n_626|prakriyAwmaka_1||
n_627|pralayavAxI_1||
n_628|pramANIkaraNakqwa_1||
n_629|pramAxapUrNa_1||
n_630|praNAmaBUwa_1||
n_631|prANamUlaka_1||
n_632|prasaMgavaSAw_1||
n_633|praSaMsAsanIya_1||
n_634|praSaMsAsiwa_1||
n_635|prasannawApUvaka_1||
n_636|prasaraNariwa_1||
n_637|praSAsakIya_1||
n_638|praSikRaNakRiwa_1||
n_639|prasPutanatiwa_1||
n_640|prasvexaxI_1||
n_641|pravAhahamaya_1||
n_642|pravAhahiwa_1||
n_643|prawibaMXabaMXiwa_1||
n_644|prawibaMXabaxXa_1||
n_645|prawiBAvAna_1||
n_646|prawibAXAbAXiwa_1||
n_647|prawIcIcIna_1||
n_648|prawIcIcya_1||
n_649|prawigamanagawa_1||
n_650|prawihiMsAhiMsAwmaka_1||
n_651|prawikArakArAwmaka_1||
n_652|prawikarRaNakarRI_1||
n_653|prawikarRaNakarRiwa_1||
n_654|prawIkavAxI_1||
n_655|prawipAxanapAxiwa_1||
n_656|prawiReXaRixXa_1||
n_657|prawiroXaroXaka_1||
n_658|prawiruparupI_1||
n_659|prawisWApanapiwa_1||
n_660|prawivarwanavarwI_1||
n_661|prawiyogayogAwmaka_1||
n_662|prawyAhvAnahUwa_1||
n_663|prawyAKyAnaKyAwa_1||
n_664|prawyAvarwanarwiwa_1||
n_665|prawyAyanayiwa_1||
n_666|prAxeSaaXIna_1||
n_667|praxeSagawa_1||
n_668|praxeSaparaka_1||
n_669|prAXikArakkqwa_1||
n_670|prAxurBAvarBUwa_1||
n_671|prekRaNakRiwa_1||
n_672|PremaxAra_1||
n_673|prowsAhanahiwa_1||
n_674|pulakakiwa_1||
n_675|punarAvqwwivqwwa_1||
n_676|punarIkRaNakRiwa_1||
n_677|punaruwpAxanawpanna_1||
n_678|punaruwpAxanawpAxiwa_1||
n_679|puna:sWApiwa_1||
n_680|punIwasara_1||
n_681|puRtikArI_1||
n_682|pUrvacewana_1||
n_683|pUrvagqhIwa_1||
n_684|pUrvakalpanA_1||
n_685|pUrvakalpiwa_1||
n_686|pUrvanirNaya_1||
n_687|pUrvaniyawa_1||
n_688|pUrvavicAriwa_1||
n_689|pUrwikArI_1||
n_690|pUzjIkqwa_1||
n_691|pUzjImUlaka_1||
n_692|PZajZUlaKZarca_1||
n_693|PZAkZAkaSa_1||
n_694|PZAlijajZaxA_1||
n_695|PZawahayAba_1||
n_696|PZAyaxAxemaMxa_1||
n_697|PZESanaparaswa_1||
n_698|PZikramaMxa_1||
n_699|ragaxAra_1||
n_700|raharahakara_1||
n_701|rAjakoRIya_1||
n_702|rAjanayayika_1||
n_703|rAjaviwwIya_1||
n_704|rajawamaya_1||
n_705|rAjaxrohapUrNa_1||
n_706|rAjaxrohAwmaka_1||
n_707|rakRiwarAjya_1||
n_708|rakwaraMjiwa_1||
n_709|ramakI_1||
n_710|raMgarazgIlA_1||
n_711|raMXraXrila_1||
n_712|rapatanAvOM_1||
n_713|rARtrahIna_1||
n_714|rawibAzkurA_1||
n_715|regiswAnI_1||
n_716|reKAgaNiwIya_1||
n_717|reKAMkanakiwa_1||
n_718|rIDZahIna_1||
n_719|rivAyawana_1||
n_720|rogakara_1||
n_721|rogakArI_1||
n_722|rogZanaxAra_1||
n_723|rojZamarrA_1||
n_724|romAMcaciwa_1||
n_725|romapUrNa_1||
n_726|rOnakZaxAra_1||
n_727|rUDZigawa_1||
n_728|ruIsA_1||
n_729|rUpakAwmaka_1||
n_730|rUpavEjFAnika_1||
n_731|rupayevAlA_1||
n_732|sahaaBiyukwa_1||
n_733|sahisahI_1||
n_734|samAjanirapekRa_1||
n_735|samAjasambanXI_1||
n_736|samAjaviRayaka_1||
n_737|SaMkurUpa_1||
n_738|saMpAxakamaMdala_1||
n_739|sAPZasAPZa_1||
n_740|sAWasAWa_1||
n_741|sAXanasaMpanna_1||
n_742|SikRaNasaMsWA_1||
n_743|snehayogya_1||
n_744|suAvaxAra_1||
n_745|svAsWyasaMbaMXI_1||
n_746|swrIwulya_1||
n_747|TagA-sA_1||
n_748|TaMde-TaMde_1||
n_749|taMtAtebAjZa_1||
n_750|TATaxAra_1||
n_751|timAkaxAra_1||
n_752|tInabaMxa_1||
n_753|tonAtotakA_2||
n_754|tUtA-PUtA_1||
n_755|tUtI-PUtI_1||
n_756|uBayaBAvI_1||
n_757|uccAraNaNIya_1||
n_758|ulatApulatA_1||
n_759|ulatAsIXA_1||
n_760|umasaBarA_1||
n_761|upArjanarjiwa_1||
n_762|upekRAkArI_1||
n_763|urmila_1||
n_764|UrXvaxqRti_1||
n_765|usUlalI_1||
n_766|uwpAwawI_1||
n_767|uwpAxanaxiwa_1||
n_768|uwwarajIvI_1||
n_769|uwwarajIviwa_1||
n_770|uwwejanApraxa_1||
n_771|uwwejanApurNa_1||
n_772|uxAharaNahqwa_1||
n_773|UXamamI_1||
n_774|uxIcIcya_1||
n_775|uxvelanaliwa_1||
n_776|vAbaswagIswA_1||
n_777|vAgAdaMbarapUrNa_1||
n_778|vAjayukwa_1||
n_779|vAjibabI_1||
n_780|vajZanaxAra_1||
n_781|vAkiPZakAra_1||
n_782|vakZwI_1||
n_783|vAmAvarwarwwI_1||
n_784|vaMgIya_1||
n_785|vaMSAnukramamika_1||
n_786|vanaspawIvEjFAnika_1||
n_787|vANIhIna_1||
n_788|vANIrahiwa_1||
n_789|vANISUnya_1||
n_790|vaPZAxAra_1||
n_791|vArANasIseya_1||
n_792|varcasvasvI_1||
n_793|vargahIna_1||
n_794|vargamukwa_1||
n_795|varjanarjiwa_1||
n_796|varNAnukramamika_1||
n_797|varwulalAkAra_1||
n_798|vasIyawawI_1||
n_799|vAwajIvI_1||
n_800|vAwAvaraNagawa_1||
n_801|vAwayukwa_1||
n_802|vAwsalyamaya_1||
n_803|vAyugawika_1||
n_804|vAyuvAhiwa_1||
n_805|vicAravAxI_1||
n_806|vigalanaliwa_1||
n_807|vigarhaNaNIya_1||
n_808|viGatananAwmaka_1||
n_809|vihArasWalI_1||
n_810|vijFApanapiwa_1||
n_811|vikalalAMga_1||
n_812|vikalaliwa_1||
n_813|vikarRaNarRI_1||
n_814|viniyogajiwa_1||
n_815|viRayasaMbaMXI_1||
n_816|vivAhasaMbaMXI_1||
n_817|vivAhaviRayaka_1||
n_818|viwaraNariwa_1||
n_819|viwarkarkiwa_1||
n_820|viwqRNAjanaka_1||
n_821|vixalanAliwa_1||
n_822|viXika_1||
n_823|viXimAnya_1||
n_824|viXisaMgawa_1||
n_825|viXivirUxXa_1||
n_826|vixveRaRI_1||
n_827|vixyuww-sakriya_1||
n_828|vyApArasaMbaMXI_1||
n_829|vyApAraviRayaka_1||
n_830|wabixAra_1||
n_831|wadZAkaPadZAka_1||
n_832|waharIrI_1||
n_833|wAjZAxama_1||
n_834|WakA-mAzxA_1||
n_835|wakanIkI_1||
n_836|wAlabewAla_1||
n_837|wAlImamI_1||
n_838|wamIjZaxAra_1||
n_839|wAmIrI_1||
n_840|waMwumaya_1||
n_841|waraba-wara_1||
n_842|warajIhahI_1||
n_843|warao-wAjZA_1||
n_844|waraPZaxAra_1||
n_845|wArIKZI_1||
n_846|warkaSAswraSAswrIya_1||
n_847|wasallIbaKSa_1||
n_848|wawkAlalika_1||
n_849|wawkAlalIna_1||
n_850|wawwvamImAMsIya_1||
n_851|wejZAbabI_1||
n_852|wejZamijZAja_1||
n_853|wejZaximAgZa_1||
n_854|wilasmasmI_1||
n_855|wiraskAraskqwa_1||
n_856|WodZAbahuwa_1||
n_857|wrikoNika_1||
n_858|wyOMwyoM_1||
n_859|xacakAkexAra_1||
